NUM   TIPO   MODIF  MI ANOI MF ANOF
XXXX XXXXX XXXXXXXX XX XXXX XX XXXX
 327 GTMIN    39.54  7 2027 12 2027  
 327 GTMIN    33.34  1 2028  1 2028  
 327 GTMIN    39.54  2 2028  4 2028  
 327 GTMIN     4.48  5 2028  5 2028  
 327 FCMAX    86.84  6 2028  6 2028  
 327 FCMAX     0.00  7 2028          
 205 POTEF    73.40 11 2024          MANAUARA
 205 FCMAX    98.09 11 2024 11 2024  
 205 TEIFT     0.00 11 2024 11 2024  
 205 GTMIN    71.99 11 2024 11 2024  
 205 FCMAX    91.01 12 2024  4 2025  
 205 IPTER     0.39 12 2024  5 2025  
 205 GTMIN    64.87 12 2024  4 2025  
 205 FCMAX    58.72  5 2025  5 2025  
 205 GTMIN    41.85  5 2025  5 2025  
 205 FCMAX     0.00  6 2025          
 264 POTEF   162.91  1 2027          MANAUS I
 264 GTMIN    54.48  1 2027  3 2027  
 264 GTMIN    50.28  5 2027  5 2027  
 264 GTMIN   155.65  6 2027 12 2027  
 264 GTMIN    54.48  1 2028  3 2028  
 264 GTMIN    50.28  5 2028  5 2028  
 264 GTMIN   155.65  6 2028          
 212 POTEF   518.80 11 2024          MARANHAO III
 212 FCMAX    97.67 11 2024 11 2024  
 212 TEIFT     0.00 11 2024 11 2024  
 212 GTMIN   490.00 11 2024 11 2024  
 212 FCMAX   100.00 12 2024          
 212 GTMIN   480.63 12 2024 12 2024  
 212 GTMIN   479.32  1 2025  1 2025  
 212 GTMIN   479.32  8 2025  1 2026  
 212 GTMIN   479.32  8 2026  1 2027  
 212 GTMIN   479.32  8 2027 12 2027  
 212 GTMIN   480.63  1 2028  1 2028  
 212 GTMIN   480.63  8 2028          
  36 POTEF   337.60 11 2024          MARANHAO IV
  36 FCMAX    98.46 11 2024 11 2024  
  36 TEIFT     0.00 11 2024 11 2024  
  36 FCMAX   100.00 12 2024 12 2027  
  36 FCMAX     0.00  1 2028          
  21 POTEF   337.60 11 2024          MARANHAO V
  21 FCMAX    98.46 11 2024 11 2024  
  21 TEIFT     0.00 11 2024 11 2024  
  21 FCMAX   100.00 12 2024 12 2027  
  21 FCMAX     0.00  1 2028          
 140 POTEF   590.75 11 2024          MAUA 3
 140 FCMAX   100.00 11 2024 11 2024  
 140 TEIFT     0.00 11 2024 11 2024  
 140 GTMIN   264.00 11 2024 11 2024  
 140 FCMAX    98.69 12 2024          
 140 GTMIN   284.23 12 2024 12 2024  
 140 GTMIN   277.13  1 2025  1 2025  
 140 GTMIN   315.70  2 2025  2 2025  
 140 GTMIN   305.12  3 2025  3 2025  
 140 GTMIN   307.02  4 2025  4 2025  
 140 GTMIN   434.89  5 2025  5 2025  
 140 GTMIN   482.00  6 2025          
  46 POTEF   178.21 11 2024 12 2024  N.VENECIA 2
  46 FCMAX    98.09 11 2024 11 2024  
  46 TEIFT     0.00 11 2024 11 2024  
  46 FCMAX    99.99 12 2024 12 2024  
  46 POTEF   270.47  1 2025          N.VENECIA 2
  46 FCMAX   100.00  1 2025          
  46 IPTER     6.44  1 2025          
  46 TEIFT     6.05  1 2025          
  46 GTMIN    79.85  6 2025  6 2025  
  46 GTMIN    81.09  7 2025 11 2025  
  46 GTMIN    79.85  6 2026  6 2026  
  46 GTMIN    81.09  7 2026 11 2026  
  46 GTMIN    79.85  6 2027  6 2027  
  46 GTMIN    81.09  7 2027 11 2027  
  46 GTMIN    79.85  6 2028  6 2028  
  46 GTMIN    81.09  7 2028 11 2028  
 240 POTEF   604.52  8 2025          NT BARCARENA
 240 GTMIN   580.83  8 2025 12 2025  
 240 GTMIN   580.83  7 2026 12 2026  
 240 GTMIN   580.83  7 2027 12 2027  
 240 GTMIN   580.83  7 2028          
 328 POTEF    11.55  2 2026          PALMAPLAN 2
 328 GTMIN    11.28  2 2026  5 2026  
 328 GTMIN     8.31  6 2026  6 2026  
 328 GTMIN    11.28  7 2026          
 116 POTEF    56.28 11 2024          PARNAIBA IV
 116 TEIFT     0.00 11 2024 11 2024  
 116 FCMAX    99.99 12 2024  8 2025  
 116 FCMAX    86.66  9 2025  9 2025  
 116 FCMAX     0.00 10 2025  6 2026  
 116 FCMAX    99.99  7 2026          
 116 IPTER     4.30  7 2026          
 116 TEIFT     5.50  7 2026          
 239 POTEF   365.32 11 2024          PARNAIBA V
 239 FCMAX    98.25 11 2024 11 2024  
 239 TEIFT     0.00 11 2024 11 2024  
 239 FCMAX   100.00 12 2024          
 329 POTEF    11.50  2 2026          PAU RAINHA
 329 GTMIN    11.03  2 2026          
 207 POTEF    73.40 11 2024          PONTA NEGRA
 207 FCMAX    87.19 11 2024 11 2024  
 207 TEIFT     0.00 11 2024 11 2024  
 207 GTMIN    63.99 11 2024 11 2024  
 207 FCMAX    89.92 12 2024  4 2025  
 207 IPTER     0.53 12 2024  5 2025  
 207 GTMIN    64.00 12 2024  4 2025  
 207 FCMAX    58.01  5 2025  5 2025  
 207 GTMIN    41.28  5 2025  5 2025  
 207 FCMAX     0.00  6 2025          
 176 POTEF   360.14 11 2024          PORTO ITAQUI
 176 FCMAX   100.00 11 2024 11 2027  
 176 TEIFT     0.00 11 2024 11 2024  
 176 FCMAX    67.72 12 2027 12 2027  
 176 FCMAX     0.00  1 2028          
 259 POTEF  1571.89  9 2026          PORTOCEM I
 330 POTEF    11.50  2 2026          SANTA LUZ
 330 GTMIN    11.03  2 2026          
 209 POTEF    93.04 11 2024          TAMBAQUI
 209 FCMAX    67.71 11 2024 11 2024  
 209 TEIFT     0.00 11 2024 11 2024  
 209 GTMIN    62.99 11 2024  4 2025  
 209 FCMAX    70.54 12 2024  4 2025  
 209 FCMAX     0.00  5 2025          
